3.435598,-1.269400,50.000000
6.847759,-2.525081,50.000000
10.236552,-3.767088,50.000000
13.602048,-4.995464,50.000000
16.944315,-6.210254,50.000000
20.263425,-7.411501,50.000000
23.559446,-8.599249,50.000000
26.832449,-9.773543,50.000000
30.082504,-10.934425,50.000000
33.309681,-12.081941,50.000000
36.514050,-13.216134,50.000000
39.695679,-14.337048,50.000000
42.854641,-15.444726,50.000000
45.991004,-16.539214,50.000000
49.104838,-17.620554,50.000000
52.196213,-18.688792,50.000000
55.265200,-19.743969,50.000000
58.311867,-20.786132,50.000000
61.336286,-21.815323,50.000000
64.338525,-22.831586,50.000000
67.318655,-23.834966,50.000000
70.276746,-24.825507,50.000000
73.212868,-25.803252,50.000000
76.127090,-26.768245,50.000000
79.019482,-27.720530,50.000000
81.890115,-28.660151,50.000000
84.739059,-29.587153,50.000000
87.566382,-30.501578,50.000000
90.372156,-31.403471,50.000000
93.156450,-32.292877,50.000000
95.919333,-33.169838,50.000000
98.660877,-34.034399,50.000000
101.381151,-34.886604,50.000000
104.080224,-35.726496,50.000000
106.758167,-36.554120,50.000000
109.415049,-37.369520,50.000000
112.050941,-38.172739,50.000000
114.665913,-38.963822,50.000000
117.260033,-39.742811,50.000000
119.833373,-40.509753,50.000000
122.386003,-41.264689,50.000000
124.917991,-42.007665,50.000000
127.429408,-42.738724,50.000000
129.920324,-43.457910,50.000000
132.390809,-44.165267,50.000000
134.840933,-44.860839,50.000000
137.270766,-45.544669,50.000000
139.680377,-46.216803,50.000000
142.069836,-46.877284,50.000000
144.439214,-47.526155,50.000000
146.788581,-48.163461,50.000000
149.118005,-48.789245,50.000000
151.427558,-49.403552,50.000000
153.717309,-50.006426,50.000000
155.987328,-50.597910,50.000000
158.237685,-51.178048,50.000000
160.468450,-51.746884,50.000000
162.679692,-52.304463,50.000000
164.871483,-52.850828,50.000000
167.043891,-53.386024,50.000000
169.196986,-53.910093,50.000000
171.330839,-54.423080,50.000000
173.445519,-54.925029,50.000000
175.541097,-55.415984,50.000000
177.617641,-55.895989,50.000000
179.675223,-56.365088,50.000000
181.713912,-56.823325,50.000000
183.733778,-57.270743,50.000000
185.734891,-57.707386,50.000000
187.717320,-58.133300,50.000000
189.681136,-58.548526,50.000000
191.626409,-58.953111,50.000000
193.553209,-59.347096,50.000000
195.461605,-59.730527,50.000000
197.351667,-60.103447,50.000000
199.223466,-60.465900,50.000000
201.077070,-60.817931,50.000000
202.912551,-61.159582,50.000000
204.729978,-61.490898,50.000000
206.529421,-61.811924,50.000000
208.310950,-62.122702,50.000000
210.074635,-62.423277,50.000000
211.820546,-62.713693,50.000000
213.548752,-62.993993,50.000000
215.259323,-63.264223,50.000000
216.952331,-63.524424,50.000000
218.627843,-63.774643,50.000000
220.285931,-64.014922,50.000000
221.926664,-64.245305,50.000000
223.550112,-64.465836,50.000000
225.156346,-64.676560,50.000000
226.745434,-64.877520,50.000000
228.317448,-65.068760,50.000000
229.872456,-65.250325,50.000000
231.410529,-65.422257,50.000000
232.931736,-65.584602,50.000000
234.436148,-65.737402,50.000000
235.923835,-65.880702,50.000000
237.394866,-66.014546,50.000000
238.849311,-66.138978,50.000000
240.287241,-66.254042,50.000000
241.708725,-66.359781,50.000000
243.113833,-66.456239,50.000000
244.502635,-66.543462,50.000000
245.875201,-66.621491,50.000000
247.231600,-66.690372,50.000000
248.571904,-66.750149,50.000000
249.896181,-66.800865,50.000000
251.204502,-66.842563,50.000000
252.496936,-66.875290,50.000000
